epoch,acc,loss,lr,val_acc,val_loss
0,0.7959166765213013,0.5492061376571655,1e-04,0.9595149755477905,0.6526021361351013
1,0.9295910000801086,0.44582295417785645,1e-04,0.9614034295082092,0.6295971870422363
2,0.9514374732971191,0.3769688010215759,1e-04,0.9615340232849121,0.6071373820304871
3,0.9594602584838867,0.31970393657684326,1e-04,0.9486048817634583,0.6167752742767334
4,0.9615079164505005,0.27477002143859863,1e-04,0.8336264491081238,0.6393370032310486
5,0.9621224999427795,0.24372784793376923,1e-04,0.9620930552482605,0.5371426343917847
6,0.9622664451599121,0.22557736933231354,1e-04,0.9623144268989563,0.5229043364524841
7,0.9625512957572937,0.2151353508234024,1e-04,0.9625260829925537,0.42870640754699707
8,0.9624657034873962,0.20568886399269104,1e-04,0.9625934362411499,0.41467297077178955
9,0.9622725248336792,0.20167000591754913,1e-04,0.9626544713973999,0.38334959745407104
10,0.96256422996521,0.1956983208656311,1e-04,0.9626545310020447,0.34833428263664246
11,0.9625653028488159,0.1895630806684494,1e-04,0.9626545310020447,0.33097803592681885
12,0.9626168608665466,0.18409433960914612,1e-04,0.9626545310020447,0.3156541883945465
13,0.9626166224479675,0.17869514226913452,1e-04,0.9626545310020447,0.3012250065803528
14,0.9620410203933716,0.17562039196491241,1e-04,0.9626545310020447,0.2859794497489929
15,0.9619890451431274,0.17404332756996155,1e-04,0.9626545310020447,0.2630231976509094
16,0.9626379609107971,0.16913361847400665,1e-04,0.9626545310020447,0.23970510065555573
17,0.9627079367637634,0.162580206990242,1e-04,0.9626545310020447,0.22274091839790344
18,0.9626238346099854,0.15949785709381104,1e-04,0.9626545310020447,0.22039811313152313
19,0.962372362613678,0.156704843044281,1e-04,0.9626545310020447,0.19771496951580048
20,0.9631248116493225,0.15324454009532928,1e-04,0.9626545310020447,0.2029186338186264
21,0.9642578363418579,0.15082691609859467,1e-04,0.9626545310020447,0.20671574771404266
22,0.9645206332206726,0.14729778468608856,1e-04,0.9626545310020447,0.2001379281282425
23,0.9679799675941467,0.13797782361507416,1e-04,0.9626545310020447,0.18565130233764648
24,0.9697838425636292,0.1338260918855667,1e-04,0.9626545310020447,0.18421770632266998
25,0.966604471206665,0.1410563439130783,1e-04,0.9626545310020447,0.17406965792179108
26,0.973220705986023,0.12885013222694397,1e-04,0.9626545310020447,0.18900743126869202
27,0.9682170748710632,0.13006053864955902,1e-04,0.9626545310020447,0.18447059392929077
28,0.9731616973876953,0.1250796765089035,1e-04,0.9626544713973999,0.18719080090522766
29,0.9729302525520325,0.1242787316441536,1e-04,0.9626545310020447,0.1809920072555542
30,0.9764171242713928,0.1135529950261116,1e-05,0.9626536965370178,0.18319134414196014
31,0.9809727072715759,0.10440927743911743,1e-05,0.9626126289367676,0.1860436201095581
32,0.9839925169944763,0.09900856763124466,1e-05,0.9626227021217346,0.18391893804073334
33,0.9849200248718262,0.0955222100019455,1e-05,0.9626369476318359,0.18299345672130585
34,0.9862601161003113,0.09322677552700043,1e-06,0.9626185297966003,0.1829010248184204
35,0.9863654971122742,0.09296312183141708,1e-06,0.9625498652458191,0.18263454735279083
36,0.9864685535430908,0.09270450472831726,1e-06,0.9623540043830872,0.18207906186580658
37,0.986578106880188,0.09245050698518753,1e-06,0.9620954990386963,0.18114881217479706
38,0.9866612553596497,0.0922568291425705,1e-07,0.9620136618614197,0.18009044229984283
39,0.9866710305213928,0.0922318547964096,1e-07,0.9620808959007263,0.17860819399356842
40,0.9866807460784912,0.09220685809850693,1e-07,0.9621387720108032,0.1767282634973526
41,0.9866898059844971,0.09218186140060425,1e-07,0.9621889591217041,0.17452585697174072
42,0.986699104309082,0.0921626016497612,1e-08,0.9621607661247253,0.17215581238269806
43,0.9867007732391357,0.0921601727604866,1e-08,0.9620779156684875,0.16968023777008057
44,0.9867022037506104,0.0921577587723732,1e-08,0.9619831442832947,0.16712145507335663
45,0.9867027401924133,0.092155322432518,1e-08,0.9618555903434753,0.16450634598731995
46,0.9867041707038879,0.0921529084444046,1e-08,0.9617181420326233,0.16189689934253693
47,0.9867054224014282,0.09215044230222702,1e-08,0.9616358876228333,0.15934789180755615
48,0.9867064952850342,0.09214799106121063,1e-08,0.961593508720398,0.1568945348262787
49,0.9867076277732849,0.09214554727077484,1e-08,0.9616206884384155,0.15456640720367432
50,0.9867090582847595,0.09214308857917786,1e-08,0.9617202281951904,0.15238305926322937
51,0.9867104887962341,0.09214060008525848,1e-08,0.9618999361991882,0.15035931766033173
52,0.9867120385169983,0.0921381339430809,1e-08,0.96210777759552,0.1484932005405426
53,0.9867133498191833,0.09213566780090332,1e-08,0.9623757004737854,0.14678381383419037
54,0.9867146611213684,0.09213315695524216,1e-08,0.9626783132553101,0.14521928131580353
55,0.9867152571678162,0.09213066101074219,1e-08,0.9629876017570496,0.14379949867725372
56,0.9867162108421326,0.09212815016508102,1e-08,0.963266134262085,0.1425180584192276
57,0.9867169857025146,0.09212566167116165,1e-08,0.9635325074195862,0.14136484265327454
58,0.9867175817489624,0.0921231359243393,1e-08,0.9637869000434875,0.1403285264968872
